,file_path,year,pond,date,Lcapito
4627,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150217_005600.wav,2015,5a,2015-02-17 00:56:00,0.0
4628,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150403_192800.wav,2015,5a,2015-04-03 19:28:00,0.0
4629,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150218_235700.wav,2015,5a,2015-02-18 23:57:00,0.0
4630,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150202_224400.wav,2015,5a,2015-02-02 22:44:00,0.0
4631,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150405_233000.wav,2015,5a,2015-04-05 23:30:00,0.0
4632,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150218_215700.wav,2015,5a,2015-02-18 21:57:00,0.0
4633,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150205_004600.wav,2015,5a,2015-02-05 00:46:00,0.0
4634,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150406_003000.wav,2015,5a,2015-04-06 00:30:00,0.0
4635,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150225_210300.wav,2015,5a,2015-02-25 21:03:00,0.0
4636,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150404_212900.wav,2015,5a,2015-04-04 21:29:00,0.0
4637,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150409_203200.wav,2015,5a,2015-04-09 20:32:00,0.0
4638,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150313_221400.wav,2015,5a,2015-03-13 22:14:00,0.0
4639,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150509_215200.wav,2015,5a,2015-05-09 21:52:00,0.0
4640,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150307_001000.wav,2015,5a,2015-03-07 00:10:00,1.0
4641,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150405_193000.wav,2015,5a,2015-04-05 19:30:00,0.0
4642,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150204_214600.wav,2015,5a,2015-02-04 21:46:00,0.0
4643,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150219_215800.wav,2015,5a,2015-02-19 21:58:00,0.0
4644,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150307_221000.wav,2015,5a,2015-03-07 22:10:00,0.0
4646,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150305_210900.wav,2015,5a,2015-03-05 21:09:00,1.0
4647,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150313_191400.wav,2015,5a,2015-03-13 19:14:00,0.0
4650,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150203_004400.wav,2015,5a,2015-02-03 00:44:00,0.0
4651,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150312_231400.wav,2015,5a,2015-03-12 23:14:00,0.0
4653,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150404_232900.wav,2015,5a,2015-04-04 23:29:00,0.0
4654,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150315_221600.wav,2015,5a,2015-03-15 22:16:00,0.0
4655,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150216_225600.wav,2015,5a,2015-02-16 22:56:00,0.0
4656,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150204_004500.wav,2015,5a,2015-02-04 00:45:00,0.0
4659,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150217_225700.wav,2015,5a,2015-02-17 22:57:00,0.0
4660,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150306_211000.wav,2015,5a,2015-03-06 21:10:00,0.0
4661,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150411_003300.wav,2015,5a,2015-04-11 00:33:00,0.0
4662,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150509_235200.wav,2015,5a,2015-05-09 23:52:00,0.0
4663,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150314_231500.wav,2015,5a,2015-03-14 23:15:00,0.0
4665,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150404_192900.wav,2015,5a,2015-04-04 19:29:00,0.0
4666,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150403_212800.wav,2015,5a,2015-04-03 21:28:00,0.0
4667,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150409_223200.wav,2015,5a,2015-04-09 22:32:00,0.0
4668,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150216_205600.wav,2015,5a,2015-02-16 20:56:00,0.0
4669,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150313_231400.wav,2015,5a,2015-03-13 23:14:00,0.0
4670,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150313_201400.wav,2015,5a,2015-03-13 20:14:00,0.0
4671,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150225_220300.wav,2015,5a,2015-02-25 22:03:00,0.0
4672,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150403_222800.wav,2015,5a,2015-04-03 22:28:00,0.0
4673,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150403_232800.wav,2015,5a,2015-04-03 23:28:00,0.0
4674,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150218_195700.wav,2015,5a,2015-02-18 19:57:00,0.0
4675,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150510_005200.wav,2015,5a,2015-05-10 00:52:00,0.0
4676,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150202_204400.wav,2015,5a,2015-02-02 20:44:00,0.0
4677,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150411_233400.wav,2015,5a,2015-04-11 23:34:00,0.0
4678,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150411_223400.wav,2015,5a,2015-04-11 22:34:00,0.0
4680,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150313_211400.wav,2015,5a,2015-03-13 21:14:00,0.0
4681,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150509_005200.wav,2015,5a,2015-05-09 00:52:00,0.0
4683,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150204_184600.wav,2015,5a,2015-02-04 18:46:00,0.0
4684,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150216_195600.wav,2015,5a,2015-02-16 19:56:00,0.0
4685,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150203_234500.wav,2015,5a,2015-02-03 23:45:00,0.0
4686,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150412_223400.wav,2015,5a,2015-04-12 22:34:00,0.0
4687,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150417_233700.wav,2015,5a,2015-04-17 23:37:00,0.0
4688,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150402_192800.wav,2015,5a,2015-04-02 19:28:00,0.0
4689,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150402_232800.wav,2015,5a,2015-04-02 23:28:00,0.0
4690,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150216_215600.wav,2015,5a,2015-02-16 21:56:00,0.0
4691,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150512_205400.wav,2015,5a,2015-05-12 20:54:00,0.0
4693,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150404_002800.wav,2015,5a,2015-04-04 00:28:00,0.0
4694,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150218_205700.wav,2015,5a,2015-02-18 20:57:00,0.0
4695,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150312_191400.wav,2015,5a,2015-03-12 19:14:00,0.0
4696,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150306_221000.wav,2015,5a,2015-03-06 22:10:00,0.0
4698,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150219_005700.wav,2015,5a,2015-02-19 00:57:00,0.0
4699,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150309_001100.wav,2015,5a,2015-03-09 00:11:00,0.0
4700,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150225_200300.wav,2015,5a,2015-02-25 20:03:00,0.0
4701,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150224_220200.wav,2015,5a,2015-02-24 22:02:00,0.0
4702,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150314_001400.wav,2015,5a,2015-03-14 00:14:00,0.0
4704,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150404_202900.wav,2015,5a,2015-04-04 20:29:00,0.0
4705,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150419_203900.wav,2015,5a,2015-04-19 20:39:00,0.0
4706,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150314_221500.wav,2015,5a,2015-03-14 22:15:00,0.0
4707,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150321_232000.wav,2015,5a,2015-03-21 23:20:00,0.0
4708,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150508_215200.wav,2015,5a,2015-05-08 21:52:00,0.0
4709,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150404_222900.wav,2015,5a,2015-04-04 22:29:00,0.0
4710,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150219_185800.wav,2015,5a,2015-02-19 18:58:00,0.0
4711,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150224_190200.wav,2015,5a,2015-02-24 19:02:00,0.0
4712,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150410_003200.wav,2015,5a,2015-04-10 00:32:00,0.0
4714,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150321_202000.wav,2015,5a,2015-03-21 20:20:00,0.0
4715,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150308_221100.wav,2015,5a,2015-03-08 22:11:00,0.0
4718,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150224_210200.wav,2015,5a,2015-02-24 21:02:00,0.0
4719,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150508_235200.wav,2015,5a,2015-05-08 23:52:00,0.0
4720,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150308_231100.wav,2015,5a,2015-03-08 23:11:00,0.0
4721,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150314_211500.wav,2015,5a,2015-03-14 21:15:00,0.0
4722,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150204_234600.wav,2015,5a,2015-02-04 23:46:00,0.0
4723,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150412_233400.wav,2015,5a,2015-04-12 23:34:00,0.0
4725,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150416_223700.wav,2015,5a,2015-04-16 22:37:00,0.0
4726,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150315_211600.wav,2015,5a,2015-03-15 21:16:00,0.0
4727,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150319_231900.wav,2015,5a,2015-03-19 23:19:00,0.0
4728,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150511_225400.wav,2015,5a,2015-05-11 22:54:00,0.0
4729,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150403_202800.wav,2015,5a,2015-04-03 20:28:00,0.0
4730,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150419_233900.wav,2015,5a,2015-04-19 23:39:00,0.0
4731,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150410_233300.wav,2015,5a,2015-04-10 23:33:00,0.0
4732,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150412_213400.wav,2015,5a,2015-04-12 21:34:00,0.0
4733,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150411_203400.wav,2015,5a,2015-04-11 20:34:00,0.0
4734,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150225_000200.wav,2015,5a,2015-02-25 00:02:00,0.0
4735,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150226_000300.wav,2015,5a,2015-02-26 00:03:00,0.0
4736,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150409_193200.wav,2015,5a,2015-04-09 19:32:00,0.0
4737,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150315_191600.wav,2015,5a,2015-03-15 19:16:00,0.0
4739,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150205_224700.wav,2015,5a,2015-02-05 22:47:00,0.0
4740,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150413_003400.wav,2015,5a,2015-04-13 00:34:00,0.0
4741,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150418_223800.wav,2015,5a,2015-04-18 22:38:00,0.0
4742,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150307_201000.wav,2015,5a,2015-03-07 20:10:00,1.0
4744,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150510_215300.wav,2015,5a,2015-05-10 21:53:00,0.0
4745,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150419_223900.wav,2015,5a,2015-04-19 22:39:00,0.0
4746,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150412_203400.wav,2015,5a,2015-04-12 20:34:00,0.0
4748,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150409_213200.wav,2015,5a,2015-04-09 21:32:00,0.0
4749,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150509_225200.wav,2015,5a,2015-05-09 22:52:00,0.0
4750,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150502_234800.wav,2015,5a,2015-05-02 23:48:00,0.0
4752,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150321_001900.wav,2015,5a,2015-03-21 00:19:00,0.0
4754,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150322_002000.wav,2015,5a,2015-03-22 00:20:00,0.0
4755,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150322_222000.wav,2015,5a,2015-03-22 22:20:00,0.0
4756,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150320_221900.wav,2015,5a,2015-03-20 22:19:00,0.0
4757,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150419_213900.wav,2015,5a,2015-04-19 21:39:00,0.0
4758,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150405_203000.wav,2015,5a,2015-04-05 20:30:00,0.0
4759,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150320_211900.wav,2015,5a,2015-03-20 21:19:00,0.0
4760,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150411_193400.wav,2015,5a,2015-04-11 19:34:00,0.0
4762,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150315_231600.wav,2015,5a,2015-03-15 23:16:00,0.0
4763,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150322_232000.wav,2015,5a,2015-03-22 23:20:00,0.0
4764,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150315_201600.wav,2015,5a,2015-03-15 20:16:00,0.0
4765,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150410_203300.wav,2015,5a,2015-04-10 20:33:00,0.0
4767,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150225_190300.wav,2015,5a,2015-02-25 19:03:00,0.0
4768,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150322_212000.wav,2015,5a,2015-03-22 21:20:00,0.0
4769,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150320_231900.wav,2015,5a,2015-03-20 23:19:00,0.0
4770,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150315_001500.wav,2015,5a,2015-03-15 00:15:00,0.0
4771,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150410_193300.wav,2015,5a,2015-04-10 19:33:00,0.0
4772,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150417_223700.wav,2015,5a,2015-04-17 22:37:00,0.0
4774,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150512_005400.wav,2015,5a,2015-05-12 00:54:00,0.0
4775,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150312_201400.wav,2015,5a,2015-03-12 20:14:00,0.0
4776,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150202_184400.wav,2015,5a,2015-02-02 18:44:00,0.0
4777,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150419_193900.wav,2015,5a,2015-04-19 19:39:00,0.0
4778,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150305_200900.wav,2015,5a,2015-03-05 20:09:00,1.0
4779,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150512_235400.wav,2015,5a,2015-05-12 23:54:00,0.0
4780,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150508_205200.wav,2015,5a,2015-05-08 20:52:00,0.0
4781,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150218_185700.wav,2015,5a,2015-02-18 18:57:00,1.0
4782,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150502_214800.wav,2015,5a,2015-05-02 21:48:00,0.0
4783,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150416_233700.wav,2015,5a,2015-04-16 23:37:00,0.0
4784,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150510_235300.wav,2015,5a,2015-05-10 23:53:00,0.0
4785,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150217_215700.wav,2015,5a,2015-02-17 21:57:00,0.0
4787,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150405_213000.wav,2015,5a,2015-04-05 21:30:00,0.0
4788,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150216_185600.wav,2015,5a,2015-02-16 18:56:00,0.0
4789,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150226_210400.wav,2015,5a,2015-02-26 21:04:00,0.0
4790,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150314_201500.wav,2015,5a,2015-03-14 20:15:00,0.0
4791,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150510_205300.wav,2015,5a,2015-05-10 20:53:00,0.0
4792,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150313_001400.wav,2015,5a,2015-03-13 00:14:00,0.0
4793,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150505_004900.wav,2015,5a,2015-05-05 00:49:00,0.0
4794,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150320_201900.wav,2015,5a,2015-03-20 20:19:00,0.0
4795,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150312_221400.wav,2015,5a,2015-03-12 22:14:00,0.0
4797,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150320_001900.wav,2015,5a,2015-03-20 00:19:00,0.0
4798,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150323_002000.wav,2015,5a,2015-03-23 00:20:00,0.0
4800,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150322_202000.wav,2015,5a,2015-03-22 20:20:00,0.0
4802,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150513_005400.wav,2015,5a,2015-05-13 00:54:00,0.0
4803,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150219_225800.wav,2015,5a,2015-02-19 22:58:00,0.0
4806,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150509_205200.wav,2015,5a,2015-05-09 20:52:00,0.0
4808,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150416_213700.wav,2015,5a,2015-04-16 21:37:00,0.0
4809,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150418_193800.wav,2015,5a,2015-04-18 19:38:00,0.0
4810,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150412_193400.wav,2015,5a,2015-04-12 19:34:00,0.0
4811,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150319_201900.wav,2015,5a,2015-03-19 20:19:00,0.0
4814,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150504_204900.wav,2015,5a,2015-05-04 20:49:00,0.0
4815,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150312_211400.wav,2015,5a,2015-03-12 21:14:00,0.0
4817,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150417_213700.wav,2015,5a,2015-04-17 21:37:00,0.0
4818,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150411_213400.wav,2015,5a,2015-04-11 21:34:00,0.0
4819,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150308_201100.wav,2015,5a,2015-03-08 20:11:00,0.0
4821,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150504_234900.wav,2015,5a,2015-05-04 23:49:00,0.0
4822,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150416_193700.wav,2015,5a,2015-04-16 19:37:00,0.0
4823,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150512_215400.wav,2015,5a,2015-05-12 21:54:00,0.0
4828,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150502_224800.wav,2015,5a,2015-05-02 22:48:00,0.0
4829,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150405_002900.wav,2015,5a,2015-04-05 00:29:00,0.0
4830,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150223_190100.wav,2015,5a,2015-02-23 19:01:00,0.0
4831,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150319_221900.wav,2015,5a,2015-03-19 22:19:00,0.0
4832,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150511_205400.wav,2015,5a,2015-05-11 20:54:00,0.0
4833,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150319_191900.wav,2015,5a,2015-03-19 19:19:00,0.0
4834,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150322_192000.wav,2015,5a,2015-03-22 19:20:00,0.0
4835,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150420_003900.wav,2015,5a,2015-04-20 00:39:00,0.0
4836,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150405_223000.wav,2015,5a,2015-04-05 22:30:00,0.0
4837,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150508_225200.wav,2015,5a,2015-05-08 22:52:00,0.0
4838,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150417_203700.wav,2015,5a,2015-04-17 20:37:00,0.0
4840,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150202_194400.wav,2015,5a,2015-02-02 19:44:00,0.0
4841,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150503_004800.wav,2015,5a,2015-05-03 00:48:00,0.0
4843,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150410_223300.wav,2015,5a,2015-04-10 22:33:00,0.0
